   100.000	     1.000	     1.000	    80.000	    80.000	     0.000	       inf	       nan	     0.015
   200.000	     3.000	     3.000	    80.000	    80.000	     0.000	       inf	       nan	     0.030
   300.000	     5.000	     5.000	    80.000	    80.000	     0.000	       inf	       nan	     0.046
   400.000	     7.000	     7.000	    80.000	    80.000	     0.000	       inf	       nan	     0.061
   500.000	     9.000	     9.000	    80.000	    80.000	     0.000	       inf	       nan	     0.076
   600.000	    11.000	    11.000	    80.000	    80.000	     0.000	       inf	       nan	     0.091
   700.000	    13.000	    13.000	    80.000	    80.000	     0.000	       inf	       nan	     0.106
   800.000	    14.000	    14.000	    80.000	    80.000	     0.000	       inf	       nan	     0.122
   900.000	    16.000	    16.000	    80.000	    80.000	     0.000	       inf	       nan	     0.137
  1000.000	    18.000	    18.000	    80.000	    80.000	     0.000	       inf	       nan	     0.152
  1100.000	    20.000	    20.000	    80.000	    80.000	     0.000	       inf	       nan	     0.167
  1200.000	    23.000	    22.000	    80.000	    80.000	     0.000	       inf	       nan	     0.182
  1300.000	    25.000	    25.000	    80.000	    80.000	     0.000	       inf	       nan	     0.198
  1400.000	    28.000	    27.000	    80.000	    80.000	     0.000	       inf	       nan	     0.213
  1500.000	    31.000	    30.000	    80.000	    80.000	     0.000	       inf	       nan	     0.228
  1600.000	    33.000	    33.000	    80.000	    80.000	     0.000	       inf	       nan	     0.243
  1700.000	    36.000	    35.000	    80.000	    80.000	     0.000	       inf	       nan	     0.259
  1800.000	    39.000	    38.000	    80.000	    80.000	     0.000	       inf	       nan	     0.274
  1900.000	    41.000	    40.000	    80.000	    80.000	     0.000	       inf	       nan	     0.289
  2000.000	    43.000	    42.000	    80.000	    80.000	     0.000	       inf	       nan	     0.304
  2100.000	    45.000	    44.000	    80.000	    80.000	     0.000	       inf	       nan	     0.319
  2200.000	    47.000	    46.000	    80.000	    80.000	     0.000	       inf	       nan	     0.335
  2300.000	    48.000	    48.000	    80.000	    80.000	     0.000	       inf	       nan	     0.350
  2400.000	    51.000	    50.000	    80.000	    80.000	     0.000	       inf	       nan	     0.365
  2500.000	    53.000	    52.000	    80.000	    80.000	     0.000	       inf	       nan	     0.380
  2600.000	    55.000	    54.000	    80.000	    80.000	     0.000	       inf	       nan	     0.395
  2700.000	    58.000	    57.000	    80.000	    80.000	     0.000	       inf	       nan	     0.411
  2800.000	    61.000	    59.000	    80.000	    80.000	     0.000	       inf	       nan	     0.426
  2900.000	    63.000	    62.000	    80.000	    80.000	     0.000	       inf	       nan	     0.441
  3000.000	    66.000	    65.000	    80.000	    80.000	     0.000	       inf	       nan	     0.456
  3100.000	    69.000	    68.000	    80.000	    80.000	     0.000	       inf	       nan	     0.471
  3200.000	    72.000	    70.000	    80.000	    80.000	     0.000	       inf	       nan	     0.487
  3300.000	    74.000	    73.000	    80.000	    80.000	     0.000	       inf	       nan	     0.502
  3400.000	    76.000	    75.000	    80.000	    80.000	     0.000	       inf	       nan	     0.517
  3500.000	    78.000	    77.000	    80.000	    80.000	     0.000	       inf	       nan	     0.532
  3600.000	    80.000	    79.000	    80.000	    80.000	     0.000	       inf	       nan	     0.547
  3700.000	    82.000	    81.000	    80.000	    80.000	     0.000	       inf	       nan	     0.563
  3800.000	    84.000	    83.000	    80.000	    80.000	     0.000	       inf	       nan	     0.578
  3900.000	    87.000	    85.000	    80.000	    80.000	     0.000	       inf	       nan	     0.593
  4000.000	    90.000	    88.000	    80.000	    80.000	     0.000	       inf	       nan	     0.608
  4100.000	    92.000	    91.000	    80.000	    80.000	     0.000	       inf	       nan	     0.624
  4200.000	    95.000	    94.000	    80.000	    80.000	     0.000	       inf	       nan	     0.639
  4300.000	    98.000	    96.000	    80.000	    80.000	     0.000	       inf	       nan	     0.654
  4400.000	   101.000	    99.000	    80.000	    80.000	     0.000	       inf	       nan	     0.669
  4500.000	   104.000	   102.000	    80.000	    80.000	     0.000	       inf	       nan	     0.684
  4600.000	   106.000	   105.000	    80.000	    80.000	     0.000	       inf	       nan	     0.700
  4700.000	   109.000	   107.000	    80.000	    80.000	     0.000	       inf	       nan	     0.715
  4800.000	   111.000	   109.000	    80.000	    80.000	     0.000	       inf	       nan	     0.730
