4339	30	162	0
4380	251	164	0
4421	268	164	0
4462	256	165	0
4503	222	165	0
4544	198	167	0
4585	206	167	0
4626	177	167	0
4667	172	170	0
4708	172	171	0
4749	176	172	0
4790	188	173	0
4831	144	178	0
4872	120	179	0
4913	86	181	0
4954	63	184	0
4995	34	185	0
5036	266	190	0
5078	256	190	0
5120	216	191	0
5161	225	191	0
5202	201	192	0
5243	185	193	0
5284	163	194	0
5325	172	195	0
5366	174	196	0
5407	135	199	0
5448	93	202	0
5489	57	206	0
5530	19	212	0
5571	242	216	0
5612	266	217	0
5653	273	217	0
5694	253	219	0
5735	230	219	0
5776	201	219	0
5817	199	220	0
5858	189	221	0
5899	160	223	0
5940	167	226	0
5981	169	228	0
6022	123	236	0
6063	64	240	0
6104	15	244	0
6145	239	246	0
6187	242	247	0
6228	258	248	0
6269	272	248	0
6310	256	249	0
6351	223	251	0
6392	207	252	0
6433	185	257	0
6474	184	259	0
6515	164	263	0
6556	172	267	0
6597	146	271	0
6638	112	273	0
6679	78	276	0
6720	52	278	0
6761	31	281	0
6802	14	286	0
6843	263	289	0
6884	266	289	0
6925	250	289	0
6966	218	289	0
7007	214	291	0
7048	198	291	0
7089	184	292	0
7130	170	293	0
7171	175	293	0
7212	176	295	0
7254	191	298	0
7296	213	300	0
7337	170	302	0
7378	154	308	0
7419	133	315	0
7460	100	321	0
7501	68	323	0
7542	48	325	0
7583	227	329	0
7624	207	329	0
7665	195	330	0
7706	176	331	0
7747	169	331	0
7788	172	333	0
7829	167	335	0
7870	191	337	0
7911	200	340	0
7952	204	341	0
7993	223	343	0
8034	240	345	0
8075	219	346	0
8116	187	347	0
8157	251	351	0
8206	231	351	0
8247	203	353	0
8288	198	353	0
8329	177	357	0
8370	168	357	0
8411	176	358	0
8452	164	360	0
8493	198	360	0
8534	200	362	0
8576	213	363	0
8617	214	365	0
8658	201	367	0
8699	175	370	0
8740	261	373	0
8790	257	373	0
8832	221	373	0
8873	203	376	0
8914	193	376	0
8955	182	377	0
8996	167	378	0
9037	170	380	0
9078	166	382	0
9119	189	385	0
9160	203	387	0
9201	217	388	0
9242	200	393	0
9283	183	395	0
9324	159	398	0
9365	266	400	0
9413	258	401	0
9454	224	401	0
9495	214	402	0
9536	195	402	0
9577	177	402	0
9618	166	403	0
9659	172	405	0
9700	175	408	0
9741	194	414	0
9782	209	414	0
9823	214	415	0
9864	223	416	0
9905	245	417	0
9946	255	419	0
9987	265	423	0
10028	258	425	0
10070	221	426	0
10112	156	428	0
10153	107	432	0
10194	57	440	0
10235	13	442	0
10276	172	445	0
10317	180	445	0
10358	196	445	0
10399	199	446	0
10440	217	446	0
10481	216	447	0
10522	244	447	0
10563	245	447	0
10604	257	448	0
10645	268	448	0
10686	253	451	0
10727	224	452	0
10768	204	454	0
10809	199	456	0
10850	177	460	0
10891	148	461	0
10932	98	465	0
10973	68	468	0
11014	28	470	0
11055	213	475	0
11096	217	475	0
11137	237	477	0
11179	242	477	0
11220	255	478	0
11261	261	478	0
11302	250	479	0
11343	227	480	0
11384	210	482	0
11425	193	483	0
11466	181	486	0
11507	145	490	0
11548	94	494	0
