     0.000	     0.000	     0.000	   120.000	   120.000	     0.000	       inf	       nan	     0.000
   100.000	     4.000	     3.000	   120.000	   120.000	     0.000	       inf	       nan	     0.039
   200.000	     8.000	     6.000	   120.000	   120.000	     0.000	       inf	       nan	     0.077
   300.000	    12.000	    10.000	   120.000	   120.000	     0.000	       inf	       nan	     0.116
   400.000	    17.000	    14.000	   120.000	   120.000	     0.000	       inf	       nan	     0.155
   500.000	    22.000	    19.000	   120.000	   120.000	     0.000	       inf	       nan	     0.193
   600.000	    27.000	    24.000	   120.000	   120.000	     0.000	       inf	       nan	     0.232
   700.000	    33.000	    30.000	   120.000	   120.000	     0.000	       inf	       nan	     0.270
   800.000	    38.000	    35.000	   120.000	   120.000	     0.000	       inf	       nan	     0.309
   900.000	    43.000	    40.000	   120.000	   120.000	     0.000	       inf	       nan	     0.348
  1000.000	    48.000	    45.000	   120.000	   120.000	     0.000	       inf	       nan	     0.386
  1100.000	    54.000	    50.000	   120.000	   120.000	     0.000	       inf	       nan	     0.425
  1200.000	    60.000	    56.000	   120.000	   120.000	     0.000	       inf	       nan	     0.464
  1300.000	    65.000	    61.000	   120.000	   120.000	     0.000	       inf	       nan	     0.502
  1400.000	    71.000	    67.000	   120.000	   120.000	     0.000	       inf	       nan	     0.541
  1500.000	    76.000	    72.000	   120.000	   120.000	     0.000	       inf	       nan	     0.580
  1600.000	    82.000	    78.000	   120.000	   120.000	     0.000	       inf	       nan	     0.618
  1700.000	    88.000	    83.000	   120.000	   120.000	     0.000	       inf	       nan	     0.657
  1800.000	    94.000	    89.000	   120.000	   120.000	     0.000	       inf	       nan	     0.695
  1900.000	    99.000	    95.000	   120.000	   120.000	     0.000	       inf	       nan	     0.734
  2000.000	   105.000	   100.000	   120.000	   120.000	     0.000	       inf	       nan	     0.773
  2100.000	   111.000	   106.000	   120.000	   120.000	     0.000	       inf	       nan	     0.811
  2200.000	   117.000	   112.000	   120.000	   120.000	     0.000	       inf	       nan	     0.850
  2300.000	   123.000	   118.000	   120.000	   120.000	     0.000	       inf	       nan	     0.889
  2400.000	   129.000	   124.000	   120.000	   120.000	     0.000	       inf	       nan	     0.927
  2500.000	   135.000	   129.000	   120.000	   120.000	     0.000	       inf	       nan	     0.966
  2600.000	   141.000	   135.000	   120.000	   120.000	     0.000	       inf	       nan	     1.005
  2700.000	   147.000	   141.000	   120.000	   120.000	     0.000	       inf	       nan	     1.043
  2800.000	   153.000	   147.000	   120.000	   120.000	     0.000	       inf	       nan	     1.082
  2900.000	   159.000	   153.000	   120.000	   120.000	     0.000	       inf	       nan	     1.120
  3001.000	   165.000	   159.000	   120.000	   120.000	     0.000	       inf	       nan	     1.160
  3101.000	   171.000	   165.000	   120.000	   120.000	     0.000	       inf	       nan	     1.198
  3201.000	   177.000	   171.000	   120.000	   120.000	     0.000	       inf	       nan	     1.237
  3301.000	   183.000	   177.000	   120.000	   120.000	     0.000	       inf	       nan	     1.275
  3401.000	   190.000	   183.000	   120.000	   120.000	     0.000	       inf	       nan	     1.314
  3501.000	   196.000	   190.000	   120.000	   120.000	     0.000	       inf	       nan	     1.353
  3601.000	   202.000	   196.000	   120.000	   120.000	     0.000	       inf	       nan	     1.391
  3701.000	   208.000	   202.000	   120.000	   120.000	     0.000	       inf	       nan	     1.430
  3801.000	   215.000	   208.000	   120.000	   120.000	     0.000	       inf	       nan	     1.469
  3901.000	   221.000	   214.000	   120.000	   120.000	     0.000	       inf	       nan	     1.507
  4001.000	   227.000	   220.000	   120.000	   120.000	     0.000	       inf	       nan	     1.546
  4101.000	   233.000	   226.000	   120.000	   120.000	     0.000	       inf	       nan	     1.585
  4201.000	   240.000	   232.000	   120.000	   120.000	     0.000	       inf	       nan	     1.623
  4301.000	   246.000	   238.000	   120.000	   120.000	     0.000	       inf	       nan	     1.662
  4401.000	   252.000	   245.000	   120.000	   120.000	     0.000	       inf	       nan	     1.700
  4501.000	   259.000	   251.000	   120.000	   120.000	     0.000	       inf	       nan	     1.739
  4601.000	   265.000	   257.000	   120.000	   120.000	     0.000	       inf	       nan	     1.778
  4701.000	   271.000	   263.000	   120.000	   120.000	     0.000	       inf	       nan	     1.816
  4801.000	   278.000	   269.000	   120.000	   120.000	     0.000	       inf	       nan	     1.855
