1835	41	55
1856	42	55
1878	42	56
1899	43	57
1920	43	57
1941	44	58
1963	45	59
1984	45	60
2006	46	60
2027	46	61
2048	47	62
2069	47	62
2091	48	63
2112	48	64
2134	49	64
2155	50	65
2176	50	66
2197	51	66
2219	51	67
2240	52	68
2262	52	69
2283	53	69
2304	53	70
2325	54	71
2347	55	71
2368	55	72
2390	56	73
2411	56	73
2432	57	74
2453	57	75
2475	58	76
2496	58	76
2518	59	77
2539	60	78
2560	60	78
2581	61	79
2603	61	80
2624	62	80
2646	62	81
2667	63	82
2688	64	82
2709	64	83
2731	65	84
2752	65	84
2774	66	85
2795	67	86
2816	67	86
2837	68	87
2859	68	88
2880	69	89
2902	69	89
2923	70	90
2944	71	91
2965	71	91
2987	72	92
3008	72	93
3030	73	93
3051	73	94
3072	74	95
3093	75	95
3115	75	96
3136	76	97
3158	76	97
3179	77	98
3200	77	99
3221	78	99
3243	79	100
3264	79	101
3286	80	101
3307	80	102
3328	81	103
3349	81	104
3371	82	104
3392	83	105
3414	83	106
3435	84	106
3456	84	107
3477	85	108
3499	85	108
3520	86	109
3542	87	110
3563	87	110
3584	88	111
3605	88	112
3627	89	112
3648	89	113
3670	90	114
3691	91	115
3712	91	115
3733	92	116
3755	92	117
3776	93	117
3798	93	118
3819	94	119
3840	94	119
3861	95	120
3883	96	121
3904	96	122
3926	97	122
3947	97	123
3968	98	124
3989	98	124
4011	99	125
4032	100	126
4054	100	126
4075	101	127
4096	101	128
4117	102	128
4139	102	129
4160	103	130
4182	103	130
4203	104	131
4224	105	132
4245	105	133
4267	106	133
4288	106	134
4310	107	135
4331	107	135
4352	108	136
4373	109	137
4395	109	137
4416	110	138
4438	110	139
4459	111	140
4480	111	140
4501	112	141
4523	112	142
4544	113	142
4566	114	143
4587	114	144
4608	115	144
4629	115	145
4651	116	146
4672	116	147
4694	117	147
4715	117	148
4736	118	149
4757	118	149
4779	119	150
4800	120	151
4822	120	151
4843	121	152
4864	121	153
4885	122	154
4907	122	154
4928	123	155
4950	123	156
4971	124	156
4992	124	157
5013	125	158
5035	126	159
5056	126	159
5078	127	160
5099	127	161
5120	128	161
5141	128	162
5163	129	163
5184	129	163
5206	130	164
5227	131	165
5248	131	166
5269	132	166
5291	132	167
5312	133	168
5334	133	168
5355	134	169
5376	134	170
5397	135	171
5419	135	171
5440	136	172
5462	137	173
5483	137	173
5504	138	174
5525	138	175
5547	139	175
5568	139	176
5590	140	177
5611	140	178
5632	141	178
5653	141	179
5675	142	180
5696	143	180
5718	143	181
5739	144	182
5760	144	183
5781	145	183
5803	145	184
5824	146	185
5846	146	185
5867	147	186
5888	147	187
5909	148	188
5931	149	188
5952	149	189
5974	150	190
5995	150	190
6016	151	191
6037	151	192
6059	152	192
6080	152	193
6102	153	194
6123	153	195
6144	154	195
6165	154	196
6187	155	197
6208	156	197
6230	156	198
6251	157	199
6272	157	200
6293	158	200
6315	158	201
6336	159	202
6358	159	202
6379	160	203
6400	160	204
6421	161	205
6443	162	205
6464	162	206
6486	163	207
6507	163	207
6528	164	208
6549	164	209
6571	165	210
6592	165	210
6614	166	211
6635	166	212
6656	167	212
6677	167	213
6699	168	214
6720	168	214
6742	169	215
6763	170	216
6784	170	217
6805	171	217
6827	171	218
6848	172	219
6870	172	219
6891	173	220
6912	173	221
6933	174	222
6955	174	222
6976	175	223
6998	175	224
7019	176	224
7040	177	225
7061	177	226
7083	178	226
7104	178	227
7126	179	228
7147	179	229
7168	180	229
7189	180	230
7211	181	231
7232	181	231
7254	182	232
7275	182	233
7296	183	234
7317	183	234
7339	184	235
7360	185	236
7382	185	236
7403	186	237
7424	186	238
7445	187	239
7467	187	239
7488	188	240
7510	188	241
7531	189	241
7552	189	242
7573	190	243
7595	190	243
7616	191	244
