488	62	3	16
529	66	3	16
570	64	4	16
611	66	4	17
652	57	5	24
693	61	5	25
734	57	6	25
775	61	6	26
816	62	6	26
857	59	7	31
898	55	7	32
939	56	8	32
980	56	8	33
1021	55	9	33
1062	60	9	33
1103	59	10	34
1144	62	10	34
1185	62	11	35
1226	61	11	35
1267	62	11	35
1308	61	12	36
1349	62	12	36
1390	66	13	36
1431	64	13	37
1472	64	14	37
1513	69	14	38
1554	72	14	38
1595	67	15	38
1636	72	15	39
1677	72	16	39
1718	87	16	39
1759	84	16	40
1800	89	17	40
1841	86	17	41
1882	96	17	42
1923	95	18	42
1964	93	18	42
2006	80	19	43
2048	79	19	43
2089	79	19	43
2130	78	20	44
2171	78	20	44
2212	78	20	44
2253	76	21	45
2294	76	21	45
2335	77	21	45
2376	76	22	46
2417	87	22	46
2458	88	23	46
2499	93	23	47
2540	90	23	47
2581	89	24	47
2622	89	24	47
2663	76	24	48
2704	84	25	48
2745	93	25	48
2786	89	25	49
2827	93	26	49
2868	86	26	49
2909	89	26	50
2950	102	27	50
2991	107	27	50
3032	106	27	51
3073	106	28	51
3115	106	28	51
3156	106	28	51
3197	105	28	52
3238	104	29	52
3279	104	29	52
3320	104	29	53
3361	105	30	53
3402	105	30	53
3443	103	30	53
3484	103	31	54
3525	103	31	54
3566	103	31	54
3607	104	32	55
3648	104	32	55
3689	103	32	55
3730	102	33	55
3771	102	33	56
3812	102	33	56
3853	110	33	56
3894	107	34	56
3935	104	34	57
3976	103	34	57
4017	102	34	57
4058	101	35	57
4099	101	35	58
4140	100	35	58
4182	100	36	58
4224	100	36	58
4265	100	36	59
4306	106	36	59
4347	105	37	59
4388	102	37	59
4429	101	37	60
4470	101	38	60
4511	100	38	60
4552	99	38	60
4593	99	38	61
4634	99	39	61
4675	98	39	61
4716	98	39	62
4757	99	40	62
4798	109	40	62
4839	106	40	62
4880	105	40	63
4921	105	41	63
4962	106	41	63
5003	101	41	63
5044	99	42	64
5085	99	42	64
5126	99	42	64
5167	100	42	64
5208	100	43	65
5249	101	43	65
5291	101	43	65
5332	101	44	66
5373	100	44	66
5414	100	44	66
5455	99	44	66
5496	99	45	67
5537	98	45	67
5578	98	45	67
5619	99	46	67
5660	99	46	68
5701	99	46	68
5742	100	46	68
5783	99	47	68
5824	98	47	69
5865	98	47	69
5906	98	47	69
5947	90	48	69
5988	89	48	70
6029	89	48	70
6070	88	49	70
6111	88	49	70
6152	88	49	71
6193	89	49	71
6234	88	50	71
6275	88	50	71
6316	96	50	72
6358	97	50	72
6400	97	51	72
6441	88	51	72
6482	86	51	72
6523	86	51	73
6564	85	52	73
6605	85	52	73
6646	84	52	73
6687	84	52	74
6728	83	53	74
6769	83	53	74
6810	83	53	74
6851	84	53	74
6892	84	54	75
6933	84	54	75
6974	84	54	75
7015	84	54	75
7056	85	54	76
7097	85	55	76
7138	89	55	76
7179	90	55	76
7220	92	55	76
7261	89	56	77
7302	90	56	77
7343	89	56	77
7384	84	56	77
7425	82	57	78
7467	82	57	78
7508	83	57	78
7549	91	57	78
7590	86	58	78
7631	86	58	79
7672	86	58	79
7713	80	58	79
7754	80	59	79
7795	80	59	79
7836	80	59	80
7877	80	59	80
7918	85	59	80
7959	85	60	80
8000	86	60	80
8041	85	60	81
8082	85	60	81
8123	83	60	81
8164	83	61	81
8205	83	61	81
8246	83	61	82
8287	91	61	82
8328	127	62	82
8369	120	62	82
8410	119	62	83
8451	118	62	83
8492	146	62	83
8534	146	63	83
8576	128	63	83
8617	131	63	84
8658	141	63	84
8699	150	64	84
8740	147	64	84
8781	149	64	84
8822	149	64	85
8863	151	64	85
8904	231	65	85
8945	243	65	85
8986	84	65	85
9027	83	65	86
9068	82	66	86
9109	81	66	86
9150	81	66	86
9191	81	66	86
9232	81	66	87
9273	81	67	87
9314	81	67	87
9355	80	67	87
9396	80	67	87
9437	80	67	88
9478	80	68	88
9519	81	68	88
9560	80	68	88
9601	80	68	88
9643	80	68	89
9684	79	69	89
9725	79	69	89
9766	79	69	89
9807	79	69	89
9848	78	70	90
9889	78	70	90
9930	78	70	90
9971	78	70	90
10012	77	70	90
10053	78	71	91
10094	224	71	91
10135	160	71	91
10176	152	71	91
10217	155	71	91
10258	151	72	91
10299	151	72	92
10340	150	72	92
10381	150	72	92
10422	150	73	92
10463	150	73	92
10504	150	73	93
10545	151	73	93
10586	152	73	93
10627	151	74	93
10668	151	74	93
10710	149	74	94
10752	148	74	94
10793	153	74	94
10834	156	75	94
10875	219	75	94
10916	173	75	95
10957	220	75	95
