1110	22	23
1131	23	23
1152	23	24
1173	24	24
1195	24	25
1216	25	25
1238	25	26
1259	26	26
1280	26	27
1301	27	27
1323	28	28
1344	28	28
1366	29	29
1387	29	29
1408	30	30
1429	30	31
1451	31	31
1472	31	32
1494	32	32
1515	32	33
1536	33	33
1557	33	34
1579	34	34
1600	34	35
1622	35	35
1643	35	36
1664	36	36
1685	36	37
1707	37	37
1728	37	38
1750	38	38
1771	38	39
1792	39	40
1813	39	40
1835	40	41
1856	40	41
1878	41	42
1899	41	42
1920	42	43
1941	42	43
1963	43	44
1984	44	44
2006	44	45
2027	45	45
2048	45	46
2069	46	46
2091	46	47
2112	47	47
2134	47	48
2155	48	49
2176	48	49
2197	49	50
2219	49	50
2240	50	51
2262	50	51
2283	51	52
2304	51	52
2325	52	53
2347	52	53
2368	53	54
2390	53	54
2411	54	55
2432	54	55
2453	55	56
2475	55	57
2496	56	57
2518	56	58
2539	57	58
2560	57	59
2581	58	59
2603	59	60
2624	59	60
2646	60	61
2667	60	61
2688	61	62
2709	61	62
2731	62	63
2752	62	63
2774	63	64
2795	63	65
2816	64	65
2837	64	66
2859	65	66
2880	65	67
2902	66	67
2923	66	68
2944	67	68
2965	67	69
2987	68	69
3008	68	70
3030	69	70
3051	69	71
3072	70	71
3093	70	72
3115	71	73
3136	72	73
3158	72	74
3179	73	74
3200	73	75
3221	74	75
3243	74	76
3264	75	76
3286	75	77
3307	76	77
3328	76	78
3349	77	78
3371	77	79
3392	78	79
3414	78	80
3435	79	81
3456	79	81
3477	80	82
3499	80	82
3520	81	83
3542	81	83
3563	82	84
3584	82	84
3605	83	85
3627	83	85
3648	84	86
3670	84	86
3691	85	87
3712	85	87
3733	86	88
3755	86	89
3776	87	89
3798	88	90
3819	88	90
3840	89	91
3861	89	91
3883	90	92
3904	90	92
3926	91	93
3947	91	93
3968	92	94
3989	92	94
4011	93	95
4032	93	95
4054	94	96
4075	94	97
4096	95	97
4117	95	98
4139	96	98
4160	96	99
